p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
11,11,80,11.80.a.b,-21,1,22,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,80,11.80.a.b,-32,1,33,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,86,11.86.a.a,-31,1,32,8,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:4],1,1
11,11,80,11.80.a.b,-9,1,10,-3,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,80,11.80.a.b,-5,1,6,-3,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,80,11.80.a.b,-16,2,18,-3,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,80,11.80.a.b,-26,0,26,-3,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,80,11.80.a.b,-16,2,18,-3,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,80,11.80.a.b,-5,1,6,-3,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,80,11.80.a.b,-26,0,26,-3,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,90,11.90.a.a,-28,2,30,8,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,82,11.82.a.b,-28,0,28,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,90,11.90.a.a,-3,2,5,8,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,82,11.82.a.b,-13,1,14,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,82,11.82.a.b,-18,1,19,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,90,11.90.a.a,-33,1,34,8,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,82,11.82.a.b,-23,0,23,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,90,11.90.a.a,-17,2,19,8,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,82,11.82.a.b,-8,1,9,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,90,11.90.a.a,-13,2,15,8,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,82,11.82.a.b,-33,1,34,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,82,11.82.a.b,-2,1,3,5,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,90,11.90.a.a,-7,2,9,8,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,82,11.82.a.b,-11,1,12,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,84,11.84.a.b,-28,0,28,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,90,11.90.a.a,-23,2,25,8,-1,2:[1:0];3:[1:4];5:[1:5];7:[1:0],1,1
11,11,84,11.84.a.b,-8,0,8,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,82,11.82.a.b,-22,0,22,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,84,11.84.a.b,-13,1,14,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,90,11.90.a.a,-5,1,6,8,-1,2:[1:1];3:[1:4];5:[1:2];7:[1:5],1,1
11,11,82,11.82.a.b,-1,1,2,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,84,11.84.a.b,-33,1,34,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,82,11.82.a.b,-29,0,29,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,90,11.90.a.a,-35,1,36,8,-1,2:[1:1];3:[1:4];5:[1:2];7:[1:5],1,1
11,11,84,11.84.a.b,-18,1,19,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,82,11.82.a.b,-19,1,20,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,84,11.84.a.b,-3,0,3,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,90,11.90.a.a,-15,1,16,8,-1,2:[1:1];3:[1:4];5:[1:2];7:[1:5],1,1
11,11,88,11.88.a.a,-28,0,28,-7,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,84,11.84.a.b,-23,0,23,-3,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,82,11.82.a.b,-32,1,33,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,84,11.84.a.b,-12,1,13,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,90,11.90.a.a,-25,1,26,8,-1,2:[1:1];3:[1:4];5:[1:2];7:[1:5],1,1
11,11,88,11.88.a.a,-33,1,34,-7,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,82,11.82.a.b,-9,1,10,5,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,84,11.84.a.b,-22,0,22,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,88,11.88.a.a,-17,0,17,-7,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,82,11.82.a.b,-20,0,20,5,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,90,11.90.a.a,-15,2,17,8,-1,2:[1:4];3:[1:6];5:[1:1];7:[1:2],1,1
11,11,84,11.84.a.b,-9,1,10,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,82,11.82.a.b,-10,0,10,5,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,88,11.88.a.a,-7,0,7,-7,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,84,11.84.a.b,-1,1,2,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,90,11.90.a.a,-35,2,37,8,-1,2:[1:4];3:[1:6];5:[1:1];7:[1:2],1,1
11,11,84,11.84.a.b,-19,1,20,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,82,11.82.a.b,-30,0,30,5,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,88,11.88.a.a,-3,0,3,-7,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,90,11.90.a.a,-5,2,7,8,-1,2:[1:4];3:[1:6];5:[1:1];7:[1:2],1,1
11,11,84,11.84.a.b,-29,0,29,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,82,11.82.a.b,0,0,0,5,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,88,11.88.a.a,-13,0,13,-7,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,84,11.84.a.b,-32,1,33,-3,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,90,11.90.a.a,-25,2,27,8,-1,2:[1:4];3:[1:6];5:[1:1];7:[1:2],1,1
11,11,82,11.82.a.b,-5,1,6,5,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,84,11.84.a.b,-31,-1,30,-3,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,88,11.88.a.a,-23,0,23,-7,1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,82,11.82.a.b,-15,1,16,5,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,84,11.84.a.b,0,0,0,-3,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,90,11.90.a.a,-12,1,13,8,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,88,11.88.a.a,-15,1,16,-7,1,2:[1:2];3:[1:2];5:[1:9];7:[1:5],1,1
11,11,84,11.84.a.b,-10,0,10,-3,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,82,11.82.a.b,-26,0,26,5,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,90,11.90.a.a,-8,1,9,8,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,84,11.84.a.b,-20,0,20,-3,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,88,11.88.a.a,-5,1,6,-7,1,2:[1:2];3:[1:2];5:[1:9];7:[1:5],1,1
11,11,82,11.82.a.b,0,2,2,5,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,84,11.84.a.b,-20,1,21,-3,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,88,11.88.a.a,-25,1,26,-7,1,2:[1:2];3:[1:2];5:[1:9];7:[1:5],1,1
11,11,90,11.90.a.a,-32,1,33,8,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,82,11.82.a.b,-30,2,32,5,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,84,11.84.a.b,-10,1,11,-3,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,82,11.82.a.b,-10,6,16,5,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,88,11.88.a.a,-35,1,36,-7,1,2:[1:2];3:[1:2];5:[1:9];7:[1:5],1,1
11,11,84,11.84.a.b,0,1,1,-3,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,90,11.90.a.a,-22,1,23,8,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,84,11.84.a.b,-31,1,32,-3,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,82,11.82.a.b,-20,2,22,5,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,88,11.88.a.a,-6,1,7,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,90,11.90.a.a,-30,1,31,8,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,84,11.84.a.b,-15,1,16,-3,-1,2:[1:6];3:[1:10];5:[1:3];7:[1:1],1,1
11,11,82,11.82.a.b,-26,-1,25,5,1,2:[1:9];3:[1:1];5:[1:10];7:[1:9],1,1
11,11,88,11.88.a.a,-16,1,17,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,84,11.84.a.b,-25,1,26,-3,-1,2:[1:6];3:[1:10];5:[1:3];7:[1:1],1,1
11,11,90,11.90.a.a,-19,0,19,8,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,82,11.82.a.b,-15,0,15,5,1,2:[1:9];3:[1:1];5:[1:10];7:[1:9],1,1
11,11,84,11.84.a.b,-5,1,6,-3,-1,2:[1:6];3:[1:10];5:[1:3];7:[1:1],1,1
11,11,88,11.88.a.a,-4,1,5,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,82,11.82.a.b,-5,0,5,5,1,2:[1:9];3:[1:1];5:[1:10];7:[1:9],1,1
11,11,84,11.84.a.b,-25,1,26,-3,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:8],1,1
11,11,90,11.90.a.a,-2,1,3,8,-1,2:[1:5];3:[1:3];5:[1:2];7:[1:5],1,1
11,11,88,11.88.a.a,-26,1,27,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,84,11.84.a.b,-15,1,16,-3,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:8],1,1
11,11,82,11.82.a.b,-17,1,18,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,90,11.90.a.a,-4,3,7,8,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,84,11.84.a.b,-5,1,6,-3,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:8],1,1
11,11,88,11.88.a.a,-34,1,35,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,82,11.82.a.b,-24,0,24,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,84,11.84.a.b,-4,1,5,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,90,11.90.a.a,-6,3,9,8,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,88,11.88.a.a,-14,1,15,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,82,11.82.a.b,-27,0,27,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,84,11.84.a.b,-24,0,24,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,88,11.88.a.a,-24,1,25,-7,1,2:[1:3];3:[1:1];5:[1:7];7:[1:4],1,1
11,11,82,11.82.a.b,-7,0,7,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,84,11.84.a.b,-27,0,27,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,90,11.90.a.a,-37,4,41,8,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,84,11.84.a.b,-6,1,7,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,82,11.82.a.b,-14,1,15,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,88,11.88.a.a,-31,1,32,-7,1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,90,11.90.a.a,-26,3,29,8,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,84,11.84.a.b,-17,1,18,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,82,11.82.a.b,-34,1,35,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,88,11.88.a.a,-11,1,12,-7,1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,84,11.84.a.b,-14,1,15,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,90,11.90.a.a,-14,3,17,8,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,82,11.82.a.b,-4,0,4,5,1,2:[1:10];3:[1:9];5:[1:10];7:[1:2],1,1
11,11,84,11.84.a.b,-34,1,35,-3,-1,2:[1:9];3:[1:5];5:[1:6];7:[1:3],1,1
11,11,88,11.88.a.a,-21,1,22,-7,1,2:[1:5];3:[1:5];5:[1:7];7:[1:4],1,1
11,11,90,11.90.a.a,-34,3,37,8,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,88,11.88.a.a,-25,1,26,-7,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,90,11.90.a.a,-24,3,27,8,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,88,11.88.a.a,-5,1,6,-7,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,90,11.90.a.a,-16,3,19,8,-1,2:[1:6];3:[1:3];5:[1:2];7:[1:6],1,1
11,11,88,11.88.a.a,-15,1,16,-7,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,88,11.88.a.a,-35,1,36,-7,1,2:[1:6];3:[1:5];5:[1:7];7:[1:7],1,1
11,11,90,11.90.a.a,-11,2,13,8,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,88,11.88.a.a,-2,1,3,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,90,11.90.a.a,-31,2,33,8,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,88,11.88.a.a,-32,0,32,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,90,11.90.a.a,-21,2,23,8,-1,2:[1:7];3:[1:6];5:[1:1];7:[1:9],1,1
11,11,88,11.88.a.a,-22,0,22,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,90,11.90.a.a,-31,2,33,8,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,88,11.88.a.a,-19,1,20,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,90,11.90.a.a,-11,2,13,8,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,88,11.88.a.a,-30,0,30,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,90,11.90.a.a,-21,2,23,8,-1,2:[1:10];3:[1:4];5:[1:2];7:[1:6],1,1
11,11,88,11.88.a.a,-12,1,13,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,88,11.88.a.a,-8,1,9,-7,1,2:[1:8];3:[1:1];5:[1:7];7:[1:7],1,1
11,11,88,11.88.a.a,-21,2,23,-7,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,88,11.88.a.a,-11,3,14,-7,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,88,11.88.a.a,-31,2,33,-7,1,2:[1:9];3:[1:2];5:[1:9];7:[1:6],1,1
11,11,94,11.94.a.a,-28,2,30,8,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,86,11.86.a.b,-28,0,28,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,94,11.94.a.a,-23,2,25,8,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,86,11.86.a.b,-18,1,19,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,92,11.92.a.a,-28,1,29,-7,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,94,11.94.a.a,-3,2,5,8,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,86,11.86.a.b,-7,1,8,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,92,11.92.a.a,-3,1,4,-7,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,86,11.86.a.b,-3,1,4,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,94,11.94.a.a,-18,1,19,8,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,92,11.92.a.a,-38,0,38,-7,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,86,11.86.a.b,-13,1,14,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,94,11.94.a.a,-38,1,39,8,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,92,11.92.a.a,-33,0,33,-7,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,86,11.86.a.b,-23,0,23,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,92,11.92.a.a,-7,1,8,-7,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,94,11.94.a.a,-33,1,34,8,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,86,11.86.a.b,-33,1,34,5,1,2:[1:0];3:[1:9];5:[1:9];7:[1:0],1,1
11,11,92,11.92.a.a,-23,1,24,-7,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,86,11.86.a.b,-5,1,6,5,1,2:[1:1];3:[1:8];5:[1:4];7:[1:7],1,1
11,11,94,11.94.a.a,-13,1,14,8,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,92,11.92.a.a,-18,0,18,-7,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,86,11.86.a.b,-25,1,26,5,1,2:[1:1];3:[1:8];5:[1:4];7:[1:7],1,1
11,11,94,11.94.a.a,-8,2,10,8,-1,2:[1:0];3:[1:3];5:[1:4];7:[1:0],1,1
11,11,92,11.92.a.a,-13,1,14,-7,1,2:[1:0];3:[1:1];5:[1:3];7:[1:0],1,1
11,11,86,11.86.a.b,-35,1,36,5,1,2:[1:1];3:[1:8];5:[1:4];7:[1:7],1,1
11,11,94,11.94.a.a,-27,3,30,8,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,86,11.86.a.b,-15,1,16,5,1,2:[1:1];3:[1:8];5:[1:4];7:[1:7],1,1
11,11,92,11.92.a.a,-6,2,8,-7,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,86,11.86.a.b,-15,0,15,5,1,2:[1:3];3:[1:9];5:[1:8];7:[1:1],1,1
11,11,94,11.94.a.a,-37,2,39,8,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,92,11.92.a.a,-37,1,38,-7,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,86,11.86.a.b,-35,0,35,5,1,2:[1:3];3:[1:9];5:[1:8];7:[1:1],1,1
11,11,92,11.92.a.a,-27,2,29,-7,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,94,11.94.a.a,-24,3,27,8,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,86,11.86.a.b,-25,0,25,5,1,2:[1:3];3:[1:9];5:[1:8];7:[1:1],1,1
11,11,92,11.92.a.a,-24,2,26,-7,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,94,11.94.a.a,-4,3,7,8,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,86,11.86.a.b,-5,0,5,5,1,2:[1:3];3:[1:9];5:[1:8];7:[1:1],1,1
11,11,92,11.92.a.a,-16,2,18,-7,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,86,11.86.a.b,-32,1,33,5,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,94,11.94.a.a,-34,2,36,8,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,92,11.92.a.a,-4,2,6,-7,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,86,11.86.a.b,-12,1,13,5,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,94,11.94.a.a,-14,3,17,8,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,92,11.92.a.a,-14,2,16,-7,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,86,11.86.a.b,-22,0,22,5,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,92,11.92.a.a,-34,1,35,-7,1,2:[1:1];3:[1:9];5:[1:10];7:[1:9],1,1
11,11,94,11.94.a.a,-17,2,19,8,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,86,11.86.a.b,-19,1,20,5,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,92,11.92.a.a,-35,2,37,-7,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,86,11.86.a.b,-29,0,29,5,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,94,11.94.a.a,-6,3,9,8,-1,2:[1:2];3:[1:5];5:[1:6];7:[1:8],1,1
11,11,92,11.92.a.a,-5,2,7,-7,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,86,11.86.a.b,-9,0,9,5,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,94,11.94.a.a,-25,1,26,8,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,88,11.88.a.b,-28,0,28,-3,-1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,86,11.86.a.b,-2,0,2,5,1,2:[1:4];3:[1:4];5:[1:8];7:[1:1],1,1
11,11,92,11.92.a.a,-15,2,17,-7,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,94,11.94.a.a,-5,1,6,8,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,88,11.88.a.b,-33,1,34,-3,-1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,86,11.86.a.b,-24,0,24,5,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,92,11.92.a.a,-25,2,27,-7,1,2:[1:2];3:[1:1];5:[1:10];7:[1:2],1,1
11,11,88,11.88.a.b,-17,0,17,-3,-1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,86,11.86.a.b,-6,0,6,5,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,94,11.94.a.a,-36,-1,35,8,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,92,11.92.a.a,-31,3,34,-7,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,88,11.88.a.b,-7,0,7,-3,-1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,86,11.86.a.b,-16,0,16,5,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,92,11.92.a.a,-21,3,24,-7,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,94,11.94.a.a,-15,1,16,8,-1,2:[1:4];3:[1:3];5:[1:6];7:[1:3],1,1
11,11,86,11.86.a.b,-27,0,27,5,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,88,11.88.a.b,-3,0,3,-3,-1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,92,11.92.a.a,-10,3,13,-7,1,2:[1:3];3:[1:7];5:[1:5];7:[1:8],1,1
11,11,94,11.94.a.a,-25,2,27,8,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,86,11.86.a.b,-14,0,14,5,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,88,11.88.a.b,-13,0,13,-3,-1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,92,11.92.a.a,-15,2,17,-7,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,86,11.86.a.b,-34,1,35,5,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,88,11.88.a.b,-23,0,23,-3,-1,2:[1:0];3:[1:5];5:[1:1];7:[1:0],1,1
11,11,94,11.94.a.a,-15,2,17,8,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,92,11.92.a.a,-5,2,7,-7,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,86,11.86.a.b,-4,0,4,5,1,2:[1:7];3:[1:4];5:[1:8];7:[1:10],1,1
11,11,88,11.88.a.b,-15,1,16,-3,-1,2:[1:2];3:[1:2];5:[1:9];7:[1:5],1,1
11,11,94,11.94.a.a,-36,1,37,8,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
11,11,92,11.92.a.a,-35,2,37,-7,1,2:[1:8];3:[1:7];5:[1:5];7:[1:3],1,1
11,11,86,11.86.a.b,0,0,0,5,1,2:[1:8];3:[1:9];5:[1:8];7:[1:10],1,1
11,11,88,11.88.a.b,-5,1,6,-3,-1,2:[1:2];3:[1:2];5:[1:9];7:[1:5],1,1
11,11,94,11.94.a.a,-5,2,7,8,-1,2:[1:5];3:[1:10];5:[1:3];7:[1:10],1,1
